Event	ID	Name			Wwise Object Path	Notes
	43844338	Play_zhg_superzomby_01			\Default Work Unit\Play_zhg_superzomby_01	
	263460461	Play_player_zmb_eat_out			\Default Work Unit\Player_SFX\Player_zmb\Play_player_zmb_eat_out	
	310233167	Play_Amb_Ocean_Shore			\Default Work Unit\enviroment\Play_Amb_Ocean_Shore	
	427568238	Play_Voice_Run			\Default Work Unit\emoutes_prerec_voices\Play_Voice_Run	
	447172098	Play_zhg_heartbeat_a			\Default Work Unit\Play_zhg_heartbeat_a	
	449492196	Play_Voice_Group			\Default Work Unit\emoutes_prerec_voices\Play_Voice_Group	
	520861846	Play_feed_zmb_hit			\Default Work Unit\Player_SFX\Player_Human\Feed\Play_feed_zmb_hit	
	920254953	Play_zhg_gold_sound_02			\Default Work Unit\Play_zhg_gold_sound_02	
	950983085	Play_whoosh_into			\Default Work Unit\Player_SFX\FX\Play_whoosh_into	
	1084128703	Play_carbine_fire_3p			\Default Work Unit\w_weapons\w_carbine_fire_3p\Play_carbine_fire_3p	
	1226740193	Play_thgshotgun_shot_fp_01			\Default Work Unit\w_weapons\w_hg_shotgun\Play_thgshotgun_shot_fp_01	
	1279372285	Play_get_perk			\Default Work Unit\Play_get_perk	
	1357493768	Play_timer_bomb			\Default Work Unit\Play_timer_bomb	
	1365821609	Play_Voice_Humans			\Default Work Unit\emoutes_prerec_voices\Play_Voice_Humans	
	1383936368	Play_Voice_Follow			\Default Work Unit\emoutes_prerec_voices\Play_Voice_Follow	
	1532617150	Play_zhg_tram			\Default Work Unit\Train\Play_zhg_tram	
	1571649115	Play_zmb_hit_feedback			\Default Work Unit\zombies_flash_hits\Play_zmb_hit_feedback	
	1690668090	Play_Voice_Empty			\Default Work Unit\emoutes_prerec_voices\Play_Voice_Empty	
	1699061566	Play_ak_rifle_fire_3p			\Default Work Unit\w_weapons\w_rifle_3p\Play_ak_rifle_fire_3p	
	1709753513	Play_Voice_Hello			\Default Work Unit\emoutes_prerec_voices\Play_Voice_Hello	
	1778495189	Play_zhg_timer_small_01			\Default Work Unit\Play_zhg_timer_small_01	
	1840507269	Play_SFX_Boids_Gulls			\Default Work Unit\enviroment\Play_SFX_Boids_Gulls	
	1859894270	Play_Voice_Help			\Default Work Unit\emoutes_prerec_voices\Play_Voice_Help	
	1925537064	Play_Voice_Spawn			\Default Work Unit\emoutes_prerec_voices\Play_Voice_Spawn	
	1987545391	Play_smg_fire_loop_tail_fp			\Default Work Unit\w_weapons\w_smg_fire_fp\Play_smg_fire_loop_tail_fp	
	2026470452	Play_Voice_Nice			\Default Work Unit\emoutes_prerec_voices\Play_Voice_Nice	
	2360289815	Play_zmb_flash_hits			\Default Work Unit\zombies_flash_hits\Play_zmb_flash_hits	
	2559146993	Play_zhg_Train_to_station_01			\Default Work Unit\Train\Play_zhg_Train_to_station_01	
	2588275405	Play_ak_rifle_fire_fp			\Default Work Unit\w_weapons\w_rifle_fp\Play_ak_rifle_fire_fp	
	2600231641	Play_whoosh_out			\Default Work Unit\Player_SFX\FX\Play_whoosh_out	
	2642894418	Play_thgshotgun_reload_fp_01			\Default Work Unit\w_weapons\w_hg_shotgun\Play_thgshotgun_reload_fp_01	
	2817739212	Play_Voice_Zombies			\Default Work Unit\emoutes_prerec_voices\Play_Voice_Zombies	
	3216658959	Play_revolver_fire_fp_a			\Default Work Unit\w_weapons\w_revolver_handling_fp\Play_revolver_fire_fp_a	
	3232586157	Play_zhg_timer_01			\Default Work Unit\Play_zhg_timer_01	
	3256943550	Play_smg_fire_loop_fp			\Default Work Unit\w_weapons\w_smg_fire_fp\Play_smg_fire_loop_fp	
	3294915283	Play_Start_Game			\Default Work Unit\Play_Start_Game	
	3349798512	Play_start_timer			\Default Work Unit\UI\Play_start_timer	
	3422956629	Play_zhg_weapon_buying_01			\Default Work Unit\Play_zhg_weapon_buying_01	
	3513932774	Play_zhg_train_passlow			\Default Work Unit\Train\Play_zhg_train_passlow	
	3622321051	Play_feed_zmb_kill			\Default Work Unit\Player_SFX\Player_Human\Feed\Play_feed_zmb_kill	
	3635036260	Play_zhg_train_passhigh			\Default Work Unit\Train\Play_zhg_train_passhigh	
	3725531107	Play_Character_Radio			\Default Work Unit\p_Radio\Play_Character_Radio	
	3756544344	Play_whoosh_full			\Default Work Unit\Player_SFX\FX\Play_whoosh_full	
	3870474392	Play_revolver_handling_reload_fp			\Default Work Unit\w_weapons\w_revolver_handling_fp\Play_revolver_handling_reload_fp	
	3950297970	Play_zhg_train_passmed			\Default Work Unit\Train\Play_zhg_train_passmed	
	3952998512	Play_carbine_fire_fp			\Default Work Unit\w_weapons\w_carbine_fire_fp\Play_carbine_fire_fp	
	3994189261	Play_zhg_train_start			\Default Work Unit\Train\Play_zhg_train_start	
	4065540495	Play_zhg_train_stop			\Default Work Unit\Train\Play_zhg_train_stop	
	4146157389	Play_smg_fire_loop_3p			\Default Work Unit\w_weapons\w_smg_fire_3p\Play_smg_fire_loop_3p	
	4263774226	Play_player_zmb_eat_in			\Default Work Unit\Player_SFX\Player_zmb\Play_player_zmb_eat_in	

Game Parameter	ID	Name			Wwise Object Path	Notes
	3736189315	area_fade_distance			\sdk_project_parameters\rtpc_ace_scope_global\environment\area_fade_distance	
	4112770668	environment_sound			\sdk_project_parameters\rtpc_ace_scope_global\environment\environment_sound	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	5561834	Play_Hello_02	D:\!WorkFolder\Personal_projects\BT\tinyBuild Dropbox\Projects\HuntingGrounds\DATA\audio\wwise_project\ZHG_Proj\.cache\Windows\SFX\Play_Hello_02_0D3B53BD.wem		\Actor-Mixer Hierarchy\Default Work Unit\ZHG\emoutes_prerecorded\prerecorded_mess\Play_Voice_Hello\Play_Hello_02		25627
	26215799	zombie_hit_feedback_a	D:\!WorkFolder\Personal_projects\BT\tinyBuild Dropbox\Projects\HuntingGrounds\DATA\audio\wwise_project\ZHG_Proj\.cache\Windows\SFX\zombie_hit_feedback_a_0D3B53BD.wem		\Actor-Mixer Hierarchy\Default Work Unit\ZHG\zombies_flash_hits\p_zombies_hits\zombie_hit_feedback_a		59833
	31727417	feed_zmb_kill	D:\!WorkFolder\Personal_projects\BT\tinyBuild Dropbox\Projects\HuntingGrounds\DATA\audio\wwise_project\ZHG_Proj\.cache\Windows\SFX\feed_zmb_kill_0D3B53BD.wem		\Actor-Mixer Hierarchy\Default Work Unit\ZHG\players_sfx\player_human\player_feedback_hits\player_feed_kill\feed_zmb_kill		116885
	41956829	shot_01	D:\!WorkFolder\Personal_projects\BT\tinyBuild Dropbox\Projects\HuntingGrounds\DATA\audio\wwise_project\ZHG_Proj\.cache\Windows\SFX\shot_01_0D3B53BD.wem		\Actor-Mixer Hierarchy\Default Work Unit\ZHG\shot_01		20531
	51394381	Revolver_Fire_Close_a	D:\!WorkFolder\Personal_projects\BT\tinyBuild Dropbox\Projects\HuntingGrounds\DATA\audio\wwise_project\ZHG_Proj\.cache\Windows\SFX\Revolver_Fire_Close_a_0D3B53BD.wem		\Actor-Mixer Hierarchy\Default Work Unit\ZHG\weapons\w_revolver_fire_1p\w_revolver_fire_dist\w_revolver_fire_1p_close\Revolver_Fire_Close_a		46612
	59090982	SMG_Fire_Single_c	D:\!WorkFolder\Personal_projects\BT\tinyBuild Dropbox\Projects\HuntingGrounds\DATA\audio\wwise_project\ZHG_Proj\.cache\Windows\SFX\SMG_Fire_Single_c_9971272A.wem		\Actor-Mixer Hierarchy\Default Work Unit\ZHG\weapons\w_smg_fire_3p\w_smg_fire_loop_3p\SMG_Fire_Single_c		30179
	71354880	Carbine_fire_a	D:\!WorkFolder\Personal_projects\BT\tinyBuild Dropbox\Projects\HuntingGrounds\DATA\audio\wwise_project\ZHG_Proj\.cache\Windows\SFX\Carbine_fire_a_0D3B53BD.wem		\Actor-Mixer Hierarchy\Default Work Unit\ZHG\weapons\w_carbine_fire_fp\w_carbine_fire_fp\Carbine_fire_a		101292
	78131510	Play_Zombies_01	D:\!WorkFolder\Personal_projects\BT\tinyBuild Dropbox\Projects\HuntingGrounds\DATA\audio\wwise_project\ZHG_Proj\.cache\Windows\SFX\Play_Zombies_01_0D3B53BD.wem		\Actor-Mixer Hierarchy\Default Work Unit\ZHG\emoutes_prerecorded\prerecorded_mess\Play_Voice_Zombies\Play_Zombies_01		30128
	82083320	SMG_Fire_Single_d	D:\!WorkFolder\Personal_projects\BT\tinyBuild Dropbox\Projects\HuntingGrounds\DATA\audio\wwise_project\ZHG_Proj\.cache\Windows\SFX\SMG_Fire_Single_d_9971272A.wem		\Actor-Mixer Hierarchy\Default Work Unit\ZHG\weapons\w_smg_fire_3p\w_smg_fire_loop_3p\SMG_Fire_Single_d		34212
	108152324	Play_Group_02	D:\!WorkFolder\Personal_projects\BT\tinyBuild Dropbox\Projects\HuntingGrounds\DATA\audio\wwise_project\ZHG_Proj\.cache\Windows\SFX\Play_Group_02_0D3B53BD.wem		\Actor-Mixer Hierarchy\Default Work Unit\ZHG\emoutes_prerecorded\prerecorded_mess\Play_Voice_Group\Play_Group_02		31307
	113311185	Play_Follow_03	D:\!WorkFolder\Personal_projects\BT\tinyBuild Dropbox\Projects\HuntingGrounds\DATA\audio\wwise_project\ZHG_Proj\.cache\Windows\SFX\Play_Follow_03_0D3B53BD.wem		\Actor-Mixer Hierarchy\Default Work Unit\ZHG\emoutes_prerecorded\prerecorded_mess\Play_Voice_Follow\Play_Follow_03		28911
	118383968	zhg_superzomby_00	D:\!WorkFolder\Personal_projects\BT\tinyBuild Dropbox\Projects\HuntingGrounds\DATA\audio\wwise_project\ZHG_Proj\.cache\Windows\SFX\Zombie_roar_kill_a_0D3B53BD.wem		\Actor-Mixer Hierarchy\Default Work Unit\ZHG\zhg_superzomby\zhg_superzomby_00		208995
	136938342	Train_lowspeed_loop	D:\!WorkFolder\Personal_projects\BT\tinyBuild Dropbox\Projects\HuntingGrounds\DATA\audio\wwise_project\ZHG_Proj\.cache\Windows\SFX\Train_lowspeed_loop_0D3B53BD.wem		\Actor-Mixer Hierarchy\Default Work Unit\ZHG\Train\Train_FX\Train_lowspeed_loop		2343883
	138454640	whoosh_full	D:\!WorkFolder\Personal_projects\BT\tinyBuild Dropbox\Projects\HuntingGrounds\DATA\audio\wwise_project\ZHG_Proj\.cache\Windows\SFX\whoosh_full_0D3B53BD.wem		\Actor-Mixer Hierarchy\Default Work Unit\ZHG\players_sfx\fx\whoosh\whoosh_full		22866
	143325770	Train_Signal	D:\!WorkFolder\Personal_projects\BT\tinyBuild Dropbox\Projects\HuntingGrounds\DATA\audio\wwise_project\ZHG_Proj\.cache\Windows\SFX\zhg_Train_to_station_01_0D3B53BD.wem		\Actor-Mixer Hierarchy\Default Work Unit\ZHG\Train\Train_FX\Train_Signal		51548
